time,ensemble,siteID,obs_flag,nee,le,vswc,forecast,data_assimilation
2021-01-01,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-01,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-01,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-01,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-01,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-01,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-01,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-01,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-02,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-02,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-02,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-02,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-02,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-02,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-02,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-02,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-03,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-03,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-03,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-03,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-03,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-03,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-03,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-03,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-04,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-04,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-04,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-04,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-04,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-04,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-04,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-04,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-05,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-05,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-05,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-05,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-05,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-05,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-05,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-05,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-06,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-06,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-06,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-06,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-06,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-06,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-06,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-06,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-07,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-07,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-07,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-07,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-07,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-07,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-07,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-07,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-08,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-08,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-08,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-08,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-08,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-08,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-08,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-08,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-09,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-09,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-09,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-09,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-09,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-09,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-09,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-09,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-10,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-10,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-10,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-10,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-10,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-10,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-10,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-10,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-11,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-11,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-11,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-11,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-11,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-11,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-11,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-11,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-12,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-12,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-12,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-12,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-12,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-12,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-12,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-12,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-13,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-13,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-13,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-13,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-13,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-13,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-13,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-13,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-14,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-14,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-14,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-14,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-14,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-14,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-14,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-14,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-15,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-15,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-15,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-15,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-15,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-15,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-15,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-15,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-16,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-16,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-16,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-16,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-16,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-16,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-16,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-16,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-17,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-17,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-17,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-17,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-17,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-17,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-17,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-17,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-18,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-18,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-18,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-18,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-18,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-18,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-18,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-18,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-19,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-19,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-19,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-19,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-19,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-19,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-19,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-19,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-20,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-20,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-20,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-20,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-20,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-20,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-20,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-20,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-21,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-21,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-21,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-21,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-21,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-21,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-21,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-21,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-22,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-22,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-22,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-22,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-22,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-22,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-22,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-22,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-23,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-23,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-23,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-23,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-23,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-23,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-23,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-23,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-24,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-24,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-24,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-24,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-24,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-24,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-24,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-24,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-25,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-25,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-25,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-25,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
