time,ensemble,siteID,obs_flag,nee,le,vswc,forecast,data_assimilation
2021-01-01,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-01,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-01,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-01,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-02,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-02,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-02,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-02,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-03,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-03,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-03,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-03,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-04,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-04,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-04,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-04,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-05,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-05,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-05,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-05,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-06,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-06,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
2021-01-06,1,OSBS,1,-0.391685482,44.41250395,0.173853697,1,0
2021-01-06,1,SRER,1,-0.718112197,37.62326303,0.012811361,1,0
2021-01-07,1,BART,1,0.715967179,10.94207907,0,1,0
2021-01-07,1,KONZ,1,0.335666287,5.263550311,0.223983661,1,0
